,code,2nd_code,std_price,name
575,A067160,1,153100,아프리카TV
576,A067170,1,11700,오텍
577,A067280,1,37750,멀티캠퍼스
578,A067290,1,4430,JW신약
579,A067310,1,17400,하나마이크론
580,A067390,1,7160,아스트
581,A067570,1,4325,엔브이에이치코리아
582,A067630,1,21950,에이치엘비생명과학
583,A067730,1,7830,로지시스
584,A067770,1,5980,세진티에스
585,A067900,1,12800,와이엔텍
586,A067920,1,7380,이글루시큐리티
587,A067990,1,7410,도이치모터스
588,A068050,1,5100,팬엔터테인먼트
589,A068240,1,19050,다원시스
590,A068330,1,5160,일신바이오
591,A068760,1,150600,셀트리온제약
592,A068790,1,7550,DMS
593,A068930,1,8740,디지털대성
594,A068940,1,3030,아이씨케이
595,A069080,1,28050,웹젠
596,A069110,1,2630,코스온
597,A069140,1,8370,누리플랜
598,A069330,1,2600,유아이디
599,A069410,1,10900,엔텔스
600,A069510,1,10500,에스텍
601,A069540,1,6560,라이트론
602,A069920,1,4700,아이에스이커머스
603,A070300,1,3495,엑스큐어
604,A070590,1,3345,한솔인티큐브
605,A071200,1,7980,인피니트헬스케어
606,A071280,1,6000,로체시스템즈
607,A071460,1,3880,위니아딤채
608,A071670,1,15700,에이테크솔루션
609,A071850,1,4715,캐스텍코리아
610,A072020,1,15950,중앙백신
611,A072470,1,5750,우리산업홀딩스
612,A072520,1,1405,제넨바이오
613,A072770,1,2010,율호
614,A072870,1,13800,메가스터디
615,A072950,1,8440,빛샘전자
616,A072990,1,15850,에이치시티
617,A073010,1,2310,케이에스피
618,A073110,1,9600,엘엠에스
619,A073190,1,3460,듀오백
620,A073490,1,43550,이노와이어리스
621,A073540,1,4115,에프알텍
622,A073560,1,2500,우리손에프앤지
623,A073570,1,2030,WI
624,A073640,1,1770,테라사이언스
625,A074430,1,2905,아미노로직스
626,A074600,1,25800,원익QnC
627,A075130,1,10600,플랜티넷
628,A075970,1,4575,동국알앤에스
629,A076080,1,5190,웰크론한텍
630,A076610,1,990,해성옵틱스
631,A077360,1,14150,덕산하이메탈
632,A078020,1,9020,이베스트투자증권
633,A078070,1,18850,유비쿼스홀딩스
634,A078130,1,5620,국일제지
635,A078140,1,9660,대봉엘에스
636,A078150,1,2635,HB테크놀러지
637,A078160,1,25700,메디포스트
638,A078340,1,100500,컴투스
639,A078350,1,8810,한양디지텍
640,A078590,1,0,OQP
641,A078600,1,80700,대주전자재료
642,A078650,1,811,지나인제약
643,A078860,1,1435,아이오케이
644,A078890,1,15000,가온미디어
645,A078940,1,3070,코드네이처
646,A079000,1,8620,와토스코리아
647,A079170,1,10300,한창산업
648,A079190,1,2780,EMW
649,A079370,1,22700,제우스
650,A079650,1,3155,서산
651,A079810,1,6210,디이엔티
652,A079940,1,13300,가비아
653,A079950,1,2400,인베니아
654,A079960,1,23800,동양이엔피
655,A079970,1,2310,투비소프트
656,A080000,1,3915,에스엔유
657,A080010,1,7910,이상네트웍스
658,A080160,1,26700,모두투어
659,A080220,1,5020,제주반도체
660,A080420,1,3820,모다이노칩
661,A080470,1,9160,성창오토텍
662,A080520,1,7240,오디텍
663,A080530,1,1860,코디
664,A080580,1,29050,오킨스전자
665,A080720,1,12700,한국유니온제약
666,A081150,1,4225,티플랙스
667,A081580,1,3165,성우전자
668,A082210,1,8340,옵트론텍
669,A082270,1,20750,젬백스
670,A082660,1,1405,코스나인
671,A082800,1,1495,비보존 헬스케어
672,A082850,1,4745,우리바이오
673,A082920,1,15850,비츠로셀
674,A083310,1,14850,엘오티베큠
675,A083450,1,28550,GST
676,A083470,1,0,이엠앤아이
677,A083500,1,13900,에프엔에스테크
678,A083550,1,9120,케이엠
679,A083640,1,2180,인콘
680,A083650,1,5010,비에이치아이
681,A083660,1,1515,CSA 코스믹
682,A083790,1,7780,크리스탈지노믹스
683,A083930,1,12000,아바코
684,A084110,1,64300,휴온스글로벌
685,A084180,1,2150,수성이노베이션
686,A084370,1,44350,유진테크
687,A084650,1,31500,랩지노믹스
688,A084730,1,15900,팅크웨어
689,A084850,1,43900,아이티엠반도체
690,A084990,1,25350,헬릭스미스
691,A085370,1,18400,루트로닉
692,A08537M,1,25800,루트로닉3우C
693,A085660,1,22200,차바이오텍
694,A085670,1,2965,뉴프렉스
695,A085810,1,3330,알티캐스트
696,A085910,1,4745,네오티스
697,A086040,1,9410,바이오톡스텍
698,A086060,1,5670,진바이오텍
